P,Pt,Q,Qt,S,St,day_of_week,month
0.21534684676078936,0.3381410897983482,0.3970083286397127,0.16145833333333326,0.38253224509836975,0.3083802858574574,0.6666666666666666,0.4545454545454545
0.25332231626005386,0.36685452357545706,0.41074172578514534,0.1795634920634921,0.41131153066071485,0.33766655157831926,0.8333333333333333,0.4545454545454545
0.23601322507467104,0.35852153805019266,0.41044141601784884,0.18249618915067767,0.40196140510039896,0.33319521341295333,1.0,0.4545454545454545
0.19123521769864166,0.3184600275736412,0.38134329933056377,0.12822420634920628,0.36305643261010473,0.28726061992901797,0.0,0.4545454545454545
0.16467006094415682,0.295926637490281,0.359513168911563,0.1071428571428571,0.34632226835431285,0.26813942706156396,0.16666666666666666,0.4545454545454545
0.5034063771660011,0.57631046599589,0.5787787964228696,0.4129464285714286,0.6106896816300361,0.5587075411260876,0.3333333333333333,0.4545454545454545
0.22698880461570792,0.3473398471425048,0.3871441668639498,0.14533730158730152,0.3910112464628614,0.3173117333645779,0.5,0.4545454545454545
0.3344501652560991,0.4408962009063296,0.4441437360597324,0.21626984126984117,0.4754662485262348,0.41533560338057113,0.6666666666666666,0.4545454545454545
0.1439452266778748,0.2809043774347075,0.3542407386161643,0.10962301587301582,0.33021000198987116,0.252620420205269,0.8333333333333333,0.4545454545454545
0.4323706130714708,0.5198581437933789,0.5543034942928137,0.3819444444444443,0.5530117299863105,0.4981612091303041,1.0,0.5454545454545454
0.10583029249374315,0.2465575961367586,0.34999532758555446,0.0959821428571428,0.29944974593978185,0.21612978246208903,0.0,0.5454545454545454
0.2734888141680836,0.3858225038355008,0.3684309204927385,0.10813492063492058,0.42515892474058115,0.3548386163986392,0.16666666666666666,0.5454545454545454
0.22719322545517068,0.34907501325651885,0.35541404841576324,0.09895833333333326,0.3917935619266654,0.32012439915411306,0.3333333333333333,0.5454545454545454
0.21677248838005603,0.33996973126186497,0.4201034776769394,0.1931145692003926,0.386075637424505,0.3127230071338215,0.5,0.5454545454545454
0.20334954053072996,0.3294890286271002,0.39477217332190206,0.15327380952380942,0.3732086265617024,0.2991280957603023,0.6666666666666666,0.5454545454545454
0.29895401486349654,0.40422001852381395,0.47175383536428916,0.2698412698412699,0.4509025875423284,0.38022662602523294,0.8333333333333333,0.5454545454545454
0.11639474237242803,0.2565645130408669,0.36955347643332176,0.130704365079365,0.3106472655611835,0.22977367879202715,1.0,0.5454545454545454
0.13658941978870143,0.27320309221634387,0.3406715451322531,0.07614087301587291,0.32018576903211465,0.2402101492216182,0.0,0.5454545454545454
0.3249885371491889,0.42958196706700524,0.5018359461550238,0.2993551587301586,0.4675520662424295,0.40223450220299944,0.16666666666666666,0.5454545454545454
0.15032955696081612,0.2841132462756923,0.3846094594342819,0.1383928571428571,0.33351908075188463,0.2547422558008833,0.3333333333333333,0.5454545454545454
0.17445551458647762,0.30424592707801945,0.3881114757063672,0.13938492063492058,0.3538521945924728,0.2764787344024664,0.5,0.5454545454545454
0.24715673538008898,0.3665217519919476,0.4347542721418225,0.22023809523809512,0.41736561523229926,0.3494600098888263,0.6666666666666666,0.5454545454545454
0.27052996580249505,0.38418241531677527,0.4098639825762851,0.18477182539682535,0.4334842236868147,0.3647569641827895,0.8333333333333333,0.5454545454545454
0.40375312840303373,0.49573220398893725,0.46596789543649597,0.26289682539682535,0.5277575273126085,0.47052800137346734,1.0,0.5454545454545454
0.13273455858471994,0.27006553157182533,0.3433943403923911,0.08754960317460314,0.32089459086388755,0.24173984465101456,0.0,0.5454545454545454
0.19755936801482527,0.3102358155811911,0.3662156638227579,0.130704365079365,0.3748351861335602,0.286471099707394,0.16666666666666666,0.5454545454545454
0.1315949601665934,0.27206216107288256,0.3602774623179175,0.11458333333333337,0.3274802918093016,0.25035054956810027,0.3333333333333333,0.5454545454545454
0.2124711040635806,0.33947217613238645,0.3739451779987416,0.1339285714285714,0.389558534771849,0.31965562152252386,0.5,0.5454545454545454
0.260573047016793,0.3801653869158387,0.4141631329870292,0.18998015873015872,0.4225385223477534,0.35671372692499603,0.6666666666666666,0.5454545454545454
0.2683138146457024,0.3751025049667292,0.4061977626426783,0.16617063492063489,0.43184162235771156,0.35441918378090154,0.8333333333333333,0.5454545454545454
0.2628498557591273,0.37895314757591103,0.4151364128716838,0.19047619047619047,0.43045680833690053,0.36253643855947226,1.0,0.5454545454545454
0.15589190531685226,0.2889146648377585,0.35334508228059264,0.10193452380952378,0.342134623585023,0.2637723933357067,0.0,0.5454545454545454
0.20452066178858674,0.33172335211637854,0.39473933258959776,0.1629464285714285,0.3828075664203952,0.3113163141816213,0.16666666666666666,0.5454545454545454
0.14477867145559098,0.28342393370985114,0.3620150356089266,0.11557539682539686,0.3381708172889247,0.26337763322489477,0.3333333333333333,0.5454545454545454
0.26564583611944287,0.3783351432065362,0.41770993207589313,0.1884920634920635,0.4237226278709361,0.3520259506091041,0.5,0.5454545454545454
0.16391303517184724,0.29179076209523386,0.35187919141137364,0.09920634920634919,0.35055878452358286,0.26895361979011356,0.6666666666666666,0.5454545454545454
0.1582479987772959,0.2914104517140801,0.36214042749590664,0.11929563492063489,0.34741460010348707,0.2699405200671435,0.8333333333333333,0.5454545454545454
0.1705791605372256,0.3016550626064095,0.36634105570973796,0.12425595238095233,0.3560887140037773,0.27993288537207106,1.0,0.5454545454545454
0.16641910093040135,0.29930189212302055,0.35660228582095505,0.1138392857142857,0.35470389998296625,0.27971083280973935,0.0,0.5454545454545454
0.19716772061211624,0.3231425991415969,0.3640183202794886,0.12028769841269837,0.3753212886845076,0.30041106612044116,0.16666666666666666,0.5454545454545454
0.17218204917562996,0.29925435332537637,0.35066408431611473,0.10019841269841268,0.3575373219894478,0.27670078696479816,0.3333333333333333,0.6363636363636364
0.23136065023633212,0.35200189360284245,0.4072933075175425,0.18040909492859347,0.4060835181294929,0.3346695636061243,0.5,0.6363636363636364
0.31986846378694384,0.43029504903166854,0.4446035063119926,0.2266865079365079,0.4744854629495343,0.4159030710398633,0.6666666666666666,0.6363636363636364
0.17166048946372964,0.3089284986459751,0.358229394830577,0.11731150793650791,0.35526275003770086,0.2856569069788444,0.8333333333333333,0.6363636363636364
0.45849397245094853,0.5403949043756818,0.6334078618505057,0.49479166666666663,0.5790426521619868,0.525498346804032,1.0,0.6363636363636364
0.47974562023575257,0.5588399578616392,0.7058097344970028,0.5942460317460317,0.6000428046526854,0.5488385383557887,0.0,0.6363636363636364
0.151679307643811,0.2850164834309325,0.3479144193659096,0.0905257936507936,0.3365703722056059,0.25757959409734416,0.16666666666666666,0.6363636363636364
0.26385436117671884,0.3875179981322037,0.40624351665307373,0.18346143678354865,0.4196771834586012,0.35954216493369984,0.3333333333333333,0.6363636363636364
0.2039393997287125,0.3306774985682057,0.3550229451492303,0.11011904761904756,0.37547088739742385,0.30231084915372364,0.5,0.6363636363636364
0.3370063809869514,0.43768733206534477,0.46157022282883897,0.24851190476190477,0.4775214587742542,0.4120048149455952,0.6666666666666666,0.6363636363636364
0.20133160116921078,0.3272547051378219,0.3483055226324426,0.09920634920634919,0.3707288693428632,0.29678420760235624,0.8333333333333333,0.6363636363636364
0.2617427354182985,0.3759344339255031,0.3801670040098463,0.14360119047619035,0.4180624990121686,0.34753555434861805,1.0,0.6363636363636364
0.26671809028905485,0.38247101860158333,0.4343183860585109,0.2132936507936507,0.43021506278585375,0.3626351285871753,0.0,0.6363636363636364
0.15992561492520124,0.29201607372807137,0.34832547201592823,0.105194638773418,0.34057247754512593,0.2638415078742702,0.16666666666666666,0.6363636363636364
0.42528179508243696,0.5111110050268424,0.5682010950997678,0.40674603174603174,0.5520917538614937,0.4945096781052936,0.3333333333333333,0.6363636363636364
0.5529182507689663,0.618881459286289,0.6967337502965429,0.5721726190476191,0.6456144524738522,0.5981835522072829,0.5,0.6363636363636364
0.4735867260187609,0.5528262999596454,0.6214448787283864,0.472470238095238,0.5961577148863261,0.5451129898100009,0.6666666666666666,0.6363636363636364
0.5062878512886155,0.5822052769037733,0.6939691577407451,0.5771329365079365,0.6162054346735951,0.5686012164033121,0.8333333333333333,0.6363636363636364
0.34600233077966486,0.4488827189105586,0.5193460275154504,0.3370535714285715,0.4911241227900979,0.4308792827437918,1.0,0.6363636363636364
0.29305112431461705,0.4050757168814099,0.3996833555619535,0.17137896825396826,0.44573042655511824,0.38081876619145094,0.0,0.6363636363636364
0.1764701106165103,0.3072646407284274,0.35987143144579176,0.11235119047619047,0.35852594191271003,0.2836831064247846,0.16666666666666666,0.6363636363636364
0.18306984697094164,0.3110439751411429,0.3587847017586314,0.11731150793650791,0.3660722829722374,0.2899745956908501,0.3333333333333333,0.6363636363636364
0.15872896089257393,0.2923849970657866,0.3523688168748195,0.1061507936507936,0.34573693074691725,0.2690769823247423,0.5,0.6363636363636364
0.2785071547293812,0.3919550087316052,0.3873889795956727,0.13144841269841268,0.43148758450594704,0.3640908064957944,0.6666666666666666,0.6363636363636364
0.16908230326882295,0.30041905386765977,0.3780950523535571,0.130704365079365,0.3487527811090499,0.27218571819738646,0.8333333333333333,0.6363636363636364
0.17064125097911848,0.3000149740876839,0.3620956446791281,0.1044146825396825,0.34527358510741096,0.26505536369584554,1.0,0.6363636363636364
0.3388031828515751,0.4402068883404884,0.5137481754181273,0.3236607142857143,0.4848685835926411,0.4212076600288989,0.0,0.6363636363636364
0.19601713696196243,0.3202665018841216,0.41176277400769706,0.17460317460317454,0.3696947355967188,0.29214577630031585,0.16666666666666666,0.6363636363636364
0.16001423303975693,0.2931693872269162,0.3751214733194591,0.12896825396825395,0.3400514335278547,0.26283483807252833,0.3333333333333333,0.6363636363636364
0.28803897242996995,0.4115112942827514,0.4717084732672935,0.2749538870274477,0.4427507801171819,0.3891953716291772,0.5,0.6363636363636364
0.1536431776422491,0.3189706160338352,0.3817314398662157,0.19292227068944623,0.33789676609360464,0.2975321047397772,0.6666666666666666,0.6363636363636364
0.18630810232504824,0.31546508332205536,0.4002267204055337,0.16269841269841268,0.36164774248548665,0.2870879123805377,0.8333333333333333,0.7272727272727273
0.2838383355940622,0.3943794874114604,0.44686653131987036,0.23015873015873012,0.4389455093685638,0.3700122081579737,1.0,0.7272727272727273
0.42397025390214543,0.5073079012153048,0.5582533387326848,0.37772817460317454,0.5512885468068583,0.4895505042132184,0.0,0.7272727272727273
0.26913340847868855,0.3843963399061743,0.4753633303966431,0.2720734126984127,0.4305780541765459,0.36327661376724474,0.16666666666666666,0.7272727272727273
0.2655541333129549,0.3811874710651894,0.42019090012542676,0.18675595238095233,0.42314363235361424,0.3545425463155302,0.3333333333333333,0.7272727272727273
0.17832948054181075,0.3079301838954465,0.38628732230291957,0.14682539682539675,0.3546766663020613,0.27778637726953104,0.5,0.7272727272727273
0.3204506810843856,0.4290352708940967,0.4280368496250348,0.20585317460317454,0.4652017622739194,0.4034928000562125,0.6666666666666666,0.7272727272727273
0.18690273771086863,0.3131594516363107,0.39213894369532126,0.1498015873015872,0.36911611314351894,0.29241717387649907,0.8333333333333333,0.7272727272727273
0.18252679441377068,0.31237506147518107,0.3903864427987193,0.16046626984126977,0.36124632549022995,0.2865451172281713,1.0,0.7272727272727273
0.2412495462621554,0.35920077715473764,0.42430793374793796,0.19915674603174605,0.40454153603903986,0.3322632725615806,0.0,0.7272727272727273
0.2564297040674015,0.3741279596150227,0.4443885487914553,0.22842261904761896,0.421374189223036,0.3531362134207627,0.16666666666666666,0.7272727272727273
0.21904982519152505,0.3389254799594779,0.3720105603139067,0.12748015873015872,0.3854089425430017,0.30897242602367536,0.3333333333333333,0.7272727272727273
0.1855033146743595,0.3142766133809498,0.36172245453930657,0.11557539682539686,0.36087139604763435,0.28531149188188387,0.5,0.7272727272727273
0.17834954053073,0.30828672487777814,0.35683217094708514,0.10962301587301582,0.3548687943248839,0.2786005699980807,0.6666666666666666,0.7272727272727273
0.1702448273885715,0.30163129320758736,0.3465769059047892,0.08457341269841268,0.34605776589182496,0.26920034485937105,0.8333333333333333,0.7272727272727273
0.15087069904285194,0.284469787258024,0.3744318179410689,0.130704365079365,0.3304282445012328,0.2508933447204667,1.0,0.7272727272727273
0.31165962974991873,0.4153203277737393,0.483886993190167,0.27852182539682535,0.45445975394546234,0.3851364549034566,0.0,0.7272727272727273
0.24450260779855942,0.36516689625908727,0.4258245784761727,0.20138888888888884,0.4065844351710337,0.337000393891324,0.16666666666666666,0.7272727272727273
0.20388447356857647,0.33260281987279666,0.44650229774340455,0.2289186507936507,0.3756111595072905,0.3046547373116696,0.3333333333333333,0.7272727272727273
0.20685191907227324,0.3344330635820991,0.41274202493458884,0.1820436507936508,0.3730668621953478,0.3012499313559165,0.5,0.7272727272727273
0.24165504460959436,0.359913859119401,0.43616045258867003,0.21354166666666663,0.4047892506160384,0.33344755289401645,0.6666666666666666,0.7272727272727273
0.22895229543587486,0.34201550180635215,0.38993562910981494,0.1517857142857142,0.3913481233650145,0.31032941390459146,0.8333333333333333,0.7272727272727273
0.14259356551974472,0.2785274375524965,0.36581858951398777,0.11706349206349209,0.3230725392080402,0.2433929026150396,1.0,0.7272727272727273
0.261498672219781,0.37676636288427695,0.4477532310920863,0.2333829365079365,0.420535541076812,0.3509403603043712,0.0,0.7272727272727273
0.19069598609174093,0.31945834232416986,0.36756213384723396,0.12028769841269837,0.3633574953565472,0.2887903153584142,0.16666666666666666,0.7272727272727273
0.1609880977399079,0.29442916536448804,0.35007892217687453,0.09424603174603174,0.3382312536766863,0.2606389849561368,0.3333333333333333,0.7272727272727273
0.14375800011462847,0.27914544192187135,0.37653362480854374,0.1374007936507936,0.32859314208518503,0.24936364929107036,0.5,0.7272727272727273
0.291484057084997,0.389744454641149,0.42578576670163126,0.1941964285714286,0.4452111212973141,0.3647322916758638,0.6666666666666666,0.7272727272727273
0.21264686777601588,0.33859270837596833,0.4036212579173504,0.16989087301587302,0.38119667554166087,0.30968792872452205,0.8333333333333333,0.7272727272727273
0.2271602697590891,0.3522125739010374,0.399435557309112,0.16691468253968256,0.389087354785781,0.32012439915411306,1.0,0.7272727272727273
0.2683983531704334,0.3850381136743712,0.42316447915952476,0.1852678571428571,0.4196812242374647,0.3524947282406932,0.0,0.8181818181818182
0.2599220526144852,0.3743181148055996,0.35488561117777595,0.10367063492063489,0.4151753557721211,0.3430945031019836,0.16666666666666666,0.8181818181818182
0.2283786752765412,0.33947217613238645,0.4238929463124564,0.18700396825396826,0.39251506793858587,0.30857766591286345,0.3333333333333333,0.8181818181818182
0.19683434270102973,0.3227860581592652,0.42774725407653325,0.20585317460317454,0.3701614388133229,0.2950324596106283,0.5,0.8181818181818182
0.1492023766310681,0.2842083238709808,0.37577231692330787,0.1284722222222222,0.3323375866775558,0.2541007706208138,0.6666666666666666,0.8181818181818182
0.20990008215043077,0.3353125313385172,0.39909222238047615,0.16790674603174605,0.3855812981673591,0.31309273468027515,0.8333333333333333,0.8181818181818182
0.36903358615287624,0.46537868169310287,0.47634556684465335,0.2643849206349206,0.5054288934835186,0.44370898634518025,1.0,0.8181818181818182
0.18147759028757743,0.33687807203367814,0.365894928328868,0.16846088869442621,0.3526131680889306,0.30763425423533053,0.0,0.8181818181818182
0.32810643256978006,0.4285361135188324,0.44366306715964227,0.21155753968253965,0.4671316229769516,0.3990270763026523,0.16666666666666666,0.8181818181818182
0.22075826758114736,0.3438457455156546,0.39757557765224144,0.15699404761904756,0.3889676012026236,0.3165715581568055,0.3333333333333333,0.8181818181818182
0.3572550293257933,0.45805770685589303,0.5059917915520765,0.3134920634920635,0.491302447440407,0.43026247007064805,0.5,0.8181818181818182
0.3357937068949047,0.4397315003640462,0.48329287448757113,0.28621031746031744,0.47530806933851283,0.4128436801810706,0.6666666666666666,0.8181818181818182
0.28329814874959397,0.39618596172194076,0.47963561111732006,0.2787698412698413,0.43730290803946065,0.37035762325493415,0.8333333333333333,0.8181818181818182
0.35029373555203175,0.4514260445845243,0.4601013464385014,0.23511904761904756,0.4820803023449198,0.4190858244332846,1.0,0.8181818181818182
0.3400163345624056,0.44386737575909335,0.4826957702638567,0.2790178571428571,0.4802004322342337,0.41809892415625477,0.0,0.8181818181818182
0.34824857191983644,0.45470622162197544,0.4212328469958085,0.1941964285714286,0.4847048084430894,0.4272277517187812,0.16666666666666666,0.8181818181818182
0.4198178361958618,0.5109683886339098,0.5296192056844578,0.3358134920634921,0.5428628936118107,0.48757670365915856,0.3333333333333333,0.8181818181818182
